location,city,country,utc,local,parameter,value,unit,latitude,longitude,attribution
Pudahuel,Pudahuel,CL,2015-09-25T01:00:00.000Z,2015-09-24T22:00:00-03:00,no2,55.62,µg/m³,-33.437811379126,-70.750171233135,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
Cerrillos,Cerrillos,CL,2015-09-25T01:00:00.000Z,2015-09-24T22:00:00-03:00,co,2138,µg/m³,-33.492848789461,-70.719440279762,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
Las Condes,Las Condes,CL,2015-09-25T01:00:00.000Z,2015-09-24T22:00:00-03:00,o3,11.64,µg/m³,-33.37677352033,-70.523326784061,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
El Bosque,El Bosque,CL,2015-09-25T01:00:00.000Z,2015-09-24T22:00:00-03:00,o3,15.98,µg/m³,-33.547099645619,-70.666204101852,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
Cerrillos,Cerrillos,CL,2015-09-25T01:00:00.000Z,2015-09-24T22:00:00-03:00,no2,60.79,µg/m³,-33.492848789461,-70.719440279762,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
Talagante,Talagante,CL,2015-09-25T01:00:00.000Z,2015-09-24T22:00:00-03:00,so2,15.03,µg/m³,-33.673752071375,-70.953064737434,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
Consultorio - San Vicente,Talcahuano,CL,2015-09-25T01:00:00.000Z,2015-09-24T22:00:00-03:00,pm10,23.31,µg/m³,-36.723695141848,-73.123658865174,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Sub Secretaría del Medio Ambiente""}]"
Cerro Merquín,Coronel,CL,2015-09-25T01:00:00.000Z,2015-09-24T22:00:00-03:00,pm10,19.08,µg/m³,-37.021182877699,-73.149555550926,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Sub Secretaría del Medio Ambiente""}]"
Parque O'Higgins,Santiago,CL,2015-09-25T01:00:00.000Z,2015-09-24T22:00:00-03:00,co,918.9,µg/m³,-33.464142,-70.660797,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
Quilicura,Quilicura,CL,2015-09-25T01:00:00.000Z,2015-09-24T22:00:00-03:00,co,344.3,µg/m³,-33.365775677885,-70.748288055225,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
London Bloomsbury,London,GB,2015-09-25T01:00:00.000Z,2015-09-25T02:00:00+01:00,o3,13,µg/m³,51.52229,-0.125889,
El Bosque,El Bosque,CL,2015-09-25T01:00:00.000Z,2015-09-24T22:00:00-03:00,co,751,µg/m³,-33.547099645619,-70.666204101852,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
Talagante,Talagante,CL,2015-09-25T01:00:00.000Z,2015-09-24T22:00:00-03:00,no2,51.6,µg/m³,-33.673752071375,-70.953064737434,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
Los Vientos,Llayllay,CL,2015-09-25T01:00:00.000Z,2015-09-24T22:00:00-03:00,o3,18.58,µg/m³,-32.833639,-70.99693,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""AESGENER S.A""}]"
Puren,Chillán,CL,2015-09-25T01:00:00.000Z,2015-09-24T22:00:00-03:00,pm25,26.73,µg/m³,-36.616167751711,-72.093040558483,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Sub Secretaría del Medio Ambiente""}]"
Parque O'Higgins,Santiago,CL,2015-09-25T01:00:00.000Z,2015-09-24T22:00:00-03:00,no2,53.27,µg/m³,-33.464142,-70.660797,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
Quilicura,Quilicura,CL,2015-09-25T01:00:00.000Z,2015-09-24T22:00:00-03:00,no2,33.53,µg/m³,-33.365775677885,-70.748288055225,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
El Bosque,El Bosque,CL,2015-09-25T01:00:00.000Z,2015-09-24T22:00:00-03:00,so2,3.568,µg/m³,-33.547099645619,-70.666204101852,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
Independencia,Independencia,CL,2015-09-25T01:00:00.000Z,2015-09-24T22:00:00-03:00,no2,82.41,µg/m³,-33.422301,-70.651162,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
Cerro Navia,Cerro Navia,CL,2015-09-25T01:00:00.000Z,2015-09-24T22:00:00-03:00,o3,2.595,µg/m³,-33.433089610143,-70.732147868717,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
Puente Alto,Puente Alto,CL,2015-09-25T01:00:00.000Z,2015-09-24T22:00:00-03:00,co,219.4,µg/m³,-33.591390623022,-70.594788,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
Gobernación,Tocopilla,CL,2015-09-25T01:00:00.000Z,2015-09-24T22:00:00-03:00,pm10,187.1,µg/m³,-22.093082,-70.20121,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Norgener S.A""}]"
Bomberos,Tocopilla,CL,2015-09-25T01:00:00.000Z,2015-09-24T22:00:00-03:00,pm25,93.45,µg/m³,-22.111064,-70.210828,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Norgener S.A""}]"
Los Vientos,Llayllay,CL,2015-09-25T01:00:00.000Z,2015-09-24T22:00:00-03:00,pm10,26.41,µg/m³,-32.833639,-70.99693,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""AESGENER S.A""}]"
Pudahuel,Pudahuel,CL,2015-09-25T01:00:00.000Z,2015-09-24T22:00:00-03:00,co,1411,µg/m³,-33.437811379126,-70.750171233135,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
Puente Alto,Puente Alto,CL,2015-09-25T01:00:00.000Z,2015-09-24T22:00:00-03:00,no2,17.55,µg/m³,-33.591390623022,-70.594788,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
Cipreses,Machalí,CL,2015-09-25T01:00:00.000Z,2015-09-24T22:00:00-03:00,so2,0.07,µg/m³,-34.261909,-70.463219,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Codelco Divsión El Teniente""}]"
Las Condes,Las Condes,CL,2015-09-25T01:00:00.000Z,2015-09-24T22:00:00-03:00,co,479.4,µg/m³,-33.37677352033,-70.523326784061,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
Cerro Navia,Cerro Navia,CL,2015-09-25T01:00:00.000Z,2015-09-24T22:00:00-03:00,no2,61.73,µg/m³,-33.433089610143,-70.732147868717,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
Talagante,Talagante,CL,2015-09-25T01:00:00.000Z,2015-09-24T22:00:00-03:00,co,930.8,µg/m³,-33.673752071375,-70.953064737434,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
Los Vientos,Llayllay,CL,2015-09-25T01:00:00.000Z,2015-09-24T22:00:00-03:00,co,503.7,µg/m³,-32.833639,-70.99693,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""AESGENER S.A""}]"
Puren,Chillán,CL,2015-09-25T01:00:00.000Z,2015-09-24T22:00:00-03:00,pm10,24.35,µg/m³,-36.616167751711,-72.093040558483,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Sub Secretaría del Medio Ambiente""}]"
Parque O'Higgins,Santiago,CL,2015-09-25T01:00:00.000Z,2015-09-24T22:00:00-03:00,so2,2.284,µg/m³,-33.464142,-70.660797,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
Quilicura,Quilicura,CL,2015-09-25T01:00:00.000Z,2015-09-24T22:00:00-03:00,so2,2.568,µg/m³,-33.365775677885,-70.748288055225,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
London Bloomsbury,London,GB,2015-09-25T01:00:00.000Z,2015-09-25T02:00:00+01:00,pm25,3,µg/m³,51.52229,-0.125889,
London Teddington,London,GB,2015-09-25T01:00:00.000Z,2015-09-25T02:00:00+01:00,o3,39,µg/m³,51.42099,-0.339647,
Inpesca,Talcahuano,CL,2015-09-25T01:00:00.000Z,2015-09-24T22:00:00-03:00,pm10,10.36,µg/m³,-36.737202,-73.104427,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""ENAP""}]"
ENAP Price,Hualpén,CL,2015-09-25T01:00:00.000Z,2015-09-24T22:00:00-03:00,o3,24.62,µg/m³,-36.791231,-73.119152,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""ENAP""}]"
La Florida,La Florida,CL,2015-09-25T01:00:00.000Z,2015-09-24T22:00:00-03:00,pm10,30.5,µg/m³,-33.516630362266,-70.588123961971,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
Puente Alto,Puente Alto,CL,2015-09-25T01:00:00.000Z,2015-09-24T22:00:00-03:00,pm25,5,µg/m³,-33.591390623022,-70.594788,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
London Hillingdon,London,GB,2015-09-25T01:00:00.000Z,2015-09-25T02:00:00+01:00,o3,6,µg/m³,51.49633,-0.460861,
JUNJI,Hualpén,CL,2015-09-25T01:00:00.000Z,2015-09-24T22:00:00-03:00,so2,28.63,µg/m³,-36.780632,-73.115657,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""ENAP""}]"
"INIA, Chillán",Chillán,CL,2015-09-25T01:00:00.000Z,2015-09-24T22:00:00-03:00,pm25,5.595,µg/m³,-36.594880886514,-72.089253650482,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Sub Secretaría del Medio Ambiente""}]"
Las Condes,Las Condes,CL,2015-09-25T01:00:00.000Z,2015-09-24T22:00:00-03:00,pm25,3,µg/m³,-33.37677352033,-70.523326784061,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
Cerro Navia,Cerro Navia,CL,2015-09-25T01:00:00.000Z,2015-09-24T22:00:00-03:00,pm25,31,µg/m³,-33.433089610143,-70.732147868717,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
London Bloomsbury,London,GB,2015-09-25T01:00:00.000Z,2015-09-25T02:00:00+01:00,no2,39,µg/m³,51.52229,-0.125889,
JUNJI,Hualpén,CL,2015-09-25T01:00:00.000Z,2015-09-24T22:00:00-03:00,o3,24.62,µg/m³,-36.780632,-73.115657,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""ENAP""}]"
ENAP Price,Hualpén,CL,2015-09-25T01:00:00.000Z,2015-09-24T22:00:00-03:00,co,206.1,µg/m³,-36.791231,-73.119152,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""ENAP""}]"
